Date,SeqNum,r1,r2,r3,r4,r5,r6,b,Revenue,1st,2nd
2013-9-17,2013109,9,23,24,27,29,32,8,"351,155,742",5,103
2013-9-19,2013110,15,17,18,21,29,32,13,"341,867,256",4,56
2013-9-22,2013111,1,2,3,6,8,33,13,"401,502,238",22,252
2013-9-24,2013112,1,6,12,13,22,31,7,"344,881,702",12,77
2013-9-26,2013113,4,7,11,17,24,33,9,"353,992,568",7,147
2013-9-29,2013114,4,6,17,21,23,33,7,"398,506,774",5,97
2013-10-1,2013115,3,12,16,17,18,27,8,"319,974,332",13,122
2013-10-3,2013116,12,15,21,26,32,33,7,"312,633,700",2,148
2013-10-6,2013117,9,12,13,24,27,33,16,"368,579,726",19,232
2013-10-8,2013118,2,3,17,22,32,33,16,"343,511,272",6,93
2013-10-10,2013119,5,15,20,22,26,32,9,"357,071,040",9,83
2013-10-13,2013120,5,6,13,18,23,31,11,"404,684,072",47,447
2013-10-15,2013121,4,5,6,7,25,27,7,"337,100,116",5,155
2013-10-17,2013122,7,10,13,15,26,27,11,"345,544,080",10,173
2013-10-20,2013123,1,2,6,11,17,25,2,"385,822,278",12,109
2013-10-22,2013124,3,9,15,23,25,30,7,"347,249,642",8,140
2013-10-24,2013125,4,6,8,18,25,28,16,"372,984,566",8,308
2013-10-27,2013126,4,10,19,27,31,33,16,"408,866,622",5,155
2013-10-29,2013127,2,3,13,20,22,33,14,"376,726,836",5,216
2013-10-31,2013128,7,13,17,19,25,31,8,"381,844,688",8,156
2013-11-3,2013129,5,6,10,14,27,31,14,"418,710,844",4,144
2013-11-5,2013130,1,3,15,16,31,33,8,"385,080,972",12,115
2013-11-7,2013131,4,6,12,17,19,26,9,"388,319,260",18,130
2013-11-10,2013132,20,21,22,23,25,27,12,"420,848,208",25,176
2013-11-12,2013133,4,7,12,19,22,25,1,"361,709,328",12,248
2013-11-14,2013134,1,17,18,19,25,29,10,"372,289,714",16,118
2013-11-17,2013135,9,23,24,25,29,31,12,"406,720,240",5,113
2013-11-19,2013136,4,6,14,16,18,26,6,"369,164,734",12,139
2013-11-21,2013137,4,17,19,23,24,27,10,"379,293,130",27,420
2013-11-24,2013138,4,15,16,24,27,28,3,"402,650,432",10,161
2013-11-26,2013139,7,8,11,13,21,27,8,"372,082,440",25,184
2013-11-28,2013140,1,5,12,13,21,22,10,"359,556,480",4,125
2013-12-1,2013141,3,4,5,25,30,31,4,"409,703,546",25,180
2013-12-3,2013142,11,12,14,20,22,29,14,"356,100,256",8,119
2013-12-5,2013143,12,18,21,22,27,32,11,"364,973,022",8,90
2013-12-8,2013144,5,7,12,19,27,31,2,"406,764,784",12,308
2013-12-10,2013145,6,10,13,16,23,24,15,"364,933,776",13,237
2013-12-12,2013146,8,20,25,30,32,33,1,"404,451,866",4,147
2013-12-15,2013147,2,15,16,17,19,30,8,"400,947,352",18,132
2013-12-17,2013148,6,11,12,14,17,22,1,"354,333,120",5,120
2013-12-19,2013149,9,18,25,26,30,32,11,"369,490,424",9,117
2013-12-22,2013150,1,15,16,25,26,29,10,"409,001,896",5,93
2013-12-24,2013151,3,9,10,19,28,33,9,"376,460,226",45,391
2013-12-26,2013152,4,6,14,16,18,29,5,"353,968,798",28,213
2013-12-29,2013153,8,11,13,18,28,33,10,"394,373,774",6,116
2013-12-31,2013154,7,11,14,19,24,29,5,"382,836,786",16,182
2014-1-2,2014001,3,9,15,20,27,29,1,"371,341,368",3,139
2014-1-5,2014002,4,21,23,31,32,33,4,"408,021,124",6,105
2014-1-7,2014003,6,10,11,28,30,33,12,"363,993,362",6,147
2014-1-9,2014004,1,4,19,22,24,25,15,"373,155,800",5,113
2014-1-12,2014005,15,18,23,27,32,33,4,"414,088,906",6,77
2014-1-14,2014006,3,4,7,17,21,27,14,"369,941,458",70,296
2014-1-16,2014007,8,10,12,14,18,28,14,"346,606,050",13,198
2014-1-19,2014008,5,14,16,21,29,30,12,"392,135,484",8,189
2014-1-21,2014009,8,9,19,20,25,32,16,"348,408,848",6,229
2014-1-23,2014010,5,7,8,20,31,33,11,"359,922,428",2,207
2014-1-26,2014011,9,10,13,14,21,32,2,"400,827,700",7,120
2014-1-28,2014012,1,8,11,19,21,24,8,"364,615,256",6,79
2014-2-9,2014013,5,9,13,15,17,21,13,"447,850,102",12,127
2014-2-11,2014014,4,9,19,22,25,29,15,"340,281,006",10,128
2014-2-13,2014015,2,11,19,30,32,33,9,"345,827,928",11,101
2014-2-16,2014016,2,3,7,13,21,24,8,"394,728,698",3,106
2014-2-18,2014017,4,6,7,14,25,26,10,"354,286,552",24,218
2014-2-20,2014018,13,17,18,21,30,33,15,"366,787,508",5,51
2014-2-23,2014019,2,10,15,19,20,21,7,"409,381,396",5,95
2014-2-25,2014020,9,14,17,23,24,25,15,"369,800,298",4,118
2014-2-27,2014021,8,10,15,17,22,29,12,"376,012,996",9,119
2014-3-2,2014022,4,6,7,10,21,26,16,"422,477,050",8,110
2014-3-4,2014023,7,9,13,17,21,22,10,"379,325,720",13,178
2014-3-6,2014024,8,10,16,20,23,30,9,"380,942,014",24,288
2014-3-9,2014025,1,5,10,14,16,30,16,"420,328,670",3,96
2014-3-11,2014026,1,2,5,6,11,23,14,"376,888,174",2,135
2014-3-13,2014027,8,10,14,16,30,31,1,"384,105,632",2,75
2014-3-16,2014028,6,16,21,27,30,32,5,"435,709,368",8,72
2014-3-18,2014029,2,7,14,16,21,29,14,"396,072,528",8,137
2014-3-20,2014030,12,18,19,23,24,30,10,"396,594,924",8,208
2014-3-23,2014031,4,10,16,17,21,27,14,"443,595,958",16,368
2014-3-25,2014032,1,2,14,22,29,33,7,"397,424,848",3,94
2014-3-27,2014033,5,13,23,28,32,33,12,"403,193,612",17,303
2014-3-30,2014034,1,3,4,8,25,31,6,"432,189,956",20,102
2014-4-1,2014035,7,8,9,17,32,33,6,"385,901,784",10,199
2014-4-3,2014036,1,7,8,9,11,22,3,"378,585,748",30,351
2014-4-6,2014037,6,13,14,24,25,30,7,"385,617,546",18,261
2014-4-8,2014038,4,7,22,23,24,33,16,"356,364,376",9,111
2014-4-10,2014039,3,11,15,19,20,31,7,"363,687,932",5,274
2014-4-13,2014040,3,4,6,11,12,15,8,"406,009,192",9,119
2014-4-15,2014041,7,11,16,18,21,22,2,"365,242,842",2,93
2014-4-17,2014042,12,15,20,25,28,33,14,"373,018,334",0,90
2014-4-20,2014043,2,5,9,14,24,33,9,"415,843,112",16,118
2014-4-22,2014044,4,9,21,27,28,33,12,"373,074,342",4,136
2014-4-24,2014045,2,4,9,11,19,22,15,"375,431,708",22,128
2014-4-27,2014046,2,10,11,17,18,22,10,"407,325,576",10,121
2014-4-29,2014047,8,10,11,12,19,29,15,"367,083,108",6,231
2014-5-1,2014048,6,9,16,17,24,25,16,"328,158,768",10,209
2014-5-4,2014049,6,7,16,17,23,32,6,"395,100,460",15,176
2014-5-6,2014050,3,17,23,25,26,32,13,"356,974,970",6,117
2014-5-8,2014051,10,16,19,21,23,24,13,"355,097,144",7,69
2014-5-11,2014052,9,13,15,28,30,33,8,"388,520,458",14,152
2014-5-13,2014053,14,17,19,22,26,31,2,"357,050,160",1,80
2014-5-15,2014054,1,4,5,11,29,30,14,"362,404,232",14,331
2014-5-18,2014055,2,9,14,19,21,30,4,"399,255,230",8,141
2014-5-20,2014056,1,11,18,20,28,29,1,"355,820,816",6,117
2014-5-22,2014057,2,4,12,18,23,31,8,"357,051,002",6,92
2014-5-25,2014058,2,3,12,13,14,25,11,"395,239,936",38,213
2014-5-27,2014059,5,8,12,13,23,25,13,"332,914,310",14,192
2014-5-29,2014060,3,5,14,18,25,33,6,"332,537,430",1,156
2014-6-1,2014061,2,14,17,27,28,31,8,"348,086,982",16,210
2014-6-3,2014062,6,9,15,24,25,26,9,"324,555,900",58,396
2014-6-5,2014063,3,8,17,21,22,31,16,"318,559,312",8,224
2014-6-8,2014064,2,9,15,16,29,32,14,"362,553,032",14,287
2014-6-10,2014065,3,4,5,8,10,22,6,"331,291,864",14,131
2014-6-12,2014066,2,5,15,17,18,21,16,"326,106,482",3,89
2014-6-15,2014067,1,6,7,17,18,23,6,"369,752,334",16,203
2014-6-17,2014068,4,12,13,22,27,29,16,"333,498,724",3,122
2014-6-19,2014069,5,12,17,19,25,30,11,"344,427,596",10,218
2014-6-22,2014070,1,7,9,19,28,29,7,"381,932,126",25,199
2014-6-24,2014071,2,4,12,17,22,25,14,"332,837,230",34,432
2014-6-26,2014072,1,3,7,13,19,32,16,"324,184,472",3,106
2014-6-29,2014073,1,12,16,20,30,33,2,"368,813,894",5,79
2014-7-1,2014074,1,3,6,13,30,31,12,"333,005,878",1,88
2014-7-3,2014075,3,9,11,22,27,29,6,"341,705,034",24,169
2014-7-6,2014076,6,10,12,17,18,33,11,"375,634,222",3,76
2014-7-8,2014077,8,9,12,15,19,22,10,"335,080,206",8,140
2014-7-10,2014078,2,3,5,6,9,17,7,"340,877,252",9,112
2014-7-13,2014079,2,7,16,22,27,28,2,"371,546,996",7,168
2014-7-15,2014080,5,14,16,17,25,30,7,"339,602,048",1,254
2014-7-17,2014081,8,14,22,24,27,29,10,"345,588,442",6,88
2014-7-20,2014082,2,4,20,25,26,29,11,"376,072,870",6,90
2014-7-22,2014083,5,6,19,21,23,33,12,"342,671,260",6,111
2014-7-24,2014084,1,6,9,10,13,25,8,"348,439,746",6,107
2014-7-27,2014085,1,2,11,19,23,29,8,"383,964,576",15,106
2014-7-29,2014086,2,4,10,12,14,30,8,"342,885,520",6,147
2014-7-31,2014087,6,18,22,23,32,33,6,"346,294,212",6,89
2014-8-3,2014088,3,6,11,14,16,29,15,"378,895,304",4,100
2014-8-5,2014089,4,6,14,17,27,30,9,"349,996,988",15,145
2014-8-7,2014090,5,9,11,19,24,32,13,"361,007,810",17,201
2014-8-10,2014091,1,5,12,19,27,29,14,"395,683,536",7,148
2014-8-12,2014092,3,13,18,19,22,26,7,"355,694,942",8,185
2014-8-14,2014093,2,8,9,10,20,29,5,"361,310,882",23,205
2014-8-17,2014094,1,10,18,20,23,29,1,"394,513,356",2,79
2014-8-19,2014095,5,6,8,14,22,31,8,"348,187,212",5,134
2014-8-21,2014096,12,14,17,19,22,24,8,"357,432,576",4,86
2014-8-24,2014097,7,13,24,25,27,32,15,"390,727,104",3,148
2014-8-26,2014098,2,13,17,20,29,31,7,"353,151,800",5,77
2014-8-28,2014099,1,5,10,11,13,32,14,"358,086,522",4,47
2014-8-31,2014100,1,6,9,10,14,16,11,"401,949,134",3,90
2014-9-2,2014101,16,18,20,23,24,32,7,"359,712,392",2,61
2014-9-4,2014102,14,16,21,24,28,31,13,"368,749,750",3,80
2014-9-7,2014103,3,8,9,10,18,33,4,"396,768,732",8,179
2014-9-9,2014104,2,6,12,19,27,28,13,"358,170,510",5,372
2014-9-11,2014105,14,16,17,19,27,32,4,"379,715,550",6,67
2014-9-14,2014106,9,14,17,18,21,25,15,"422,052,940",4,124
2014-9-16,2014107,11,14,17,22,25,27,16,"387,176,276",5,117
2014-9-18,2014108,3,8,9,20,23,28,2,"393,047,674",14,357
2014-9-21,2014109,2,5,11,15,19,28,2,"437,600,916",16,304
2014-9-23,2014110,1,8,11,13,19,30,6,"384,948,858",4,143
2014-9-25,2014111,2,8,17,20,22,28,2,"391,471,380",5,86
2014-9-28,2014112,1,15,16,21,24,30,3,"438,774,340",16,150
2014-9-30,2014113,12,14,28,31,32,33,7,"376,332,046",2,61
2014-10-2,2014114,2,7,23,30,32,33,10,"336,622,164",4,64
2014-10-5,2014115,1,9,10,11,13,32,3,"393,986,920",107,176
2014-10-7,2014116,9,10,14,15,19,29,16,"355,472,106",8,178
2014-10-9,2014117,5,10,17,25,28,29,4,"376,251,864",9,316
2014-10-12,2014118,5,7,15,18,26,30,3,"412,610,364",15,328
2014-10-14,2014119,6,13,17,20,26,29,9,"374,297,910",16,138
2014-10-16,2014120,1,7,12,16,23,28,4,"380,941,988",23,375
2014-10-19,2014121,1,2,13,22,28,30,9,"414,246,034",15,265
2014-10-21,2014122,6,9,11,16,20,29,11,"372,450,634",16,156
2014-10-23,2014123,1,6,11,17,28,33,5,"374,248,054",31,447
2014-10-26,2014124,2,17,20,24,31,33,4,"414,603,564",3,72
2014-10-28,2014125,10,11,15,26,31,32,6,"369,171,242",5,84
2014-10-30,2014126,6,11,16,17,22,27,1,"374,635,140",28,425
2014-11-2,2014127,2,10,12,21,23,27,12,"405,427,926",15,189
2014-11-4,2014128,5,7,8,17,18,24,14,"358,520,804",10,180
2014-11-6,2014129,5,8,9,20,28,32,2,"359,082,268",7,207
2014-11-9,2014130,1,2,10,24,30,33,10,"402,591,108",3,77
2014-11-11,2014131,5,17,21,22,28,32,14,"396,591,384",7,211
2014-11-13,2014132,5,6,14,15,18,33,8,"372,487,192",5,81
2014-11-16,2014133,13,14,16,23,30,31,13,"417,287,906",4,125
2014-11-18,2014134,5,16,22,23,26,28,2,"374,813,426",7,124
2014-11-20,2014135,2,4,11,13,25,33,1,"380,304,722",4,210
2014-11-23,2014136,3,16,19,27,31,32,10,"419,949,224",1,112
2014-11-25,2014137,3,6,9,11,25,29,9,"377,779,080",27,223
2014-11-27,2014138,4,6,13,29,31,33,13,"379,450,576",5,126
2014-11-30,2014139,1,14,15,20,25,29,11,"416,872,552",10,102
2014-12-2,2014140,6,10,11,14,17,33,6,"369,928,040",5,102
2014-12-4,2014141,8,9,11,16,21,24,10,"374,573,402",22,168
2014-12-7,2014142,6,21,22,23,25,28,13,"419,262,206",5,100
2014-12-9,2014143,3,12,18,20,25,26,16,"375,707,362",14,197
2014-12-11,2014144,3,5,6,9,10,27,14,"379,438,954",6,191
2014-12-14,2014145,10,12,13,23,26,29,11,"428,104,998",9,142
2014-12-16,2014146,1,6,13,20,29,32,1,"383,982,986",3,100
2014-12-18,2014147,6,7,22,26,31,32,10,"385,071,740",4,93
2014-12-21,2014148,1,2,5,12,15,16,13,"425,097,618",9,133
2014-12-23,2014149,7,9,10,15,19,33,1,"386,664,128",2,154
2014-12-25,2014150,3,8,14,22,24,32,9,"393,965,122",9,161
2014-12-28,2014151,4,5,8,11,21,27,8,"436,728,282",13,195
2014-12-30,2014152,8,13,15,20,21,25,12,"403,970,126",12,99
2015-1-1,2015001,1,7,9,16,20,23,6,"389,811,558",8,125
2015-1-4,2015002,7,15,16,25,28,32,5,"445,131,362",13,152
2015-1-6,2015003,10,15,20,23,24,31,15,"389,418,150",5,98
2015-1-8,2015004,2,14,15,16,23,24,10,"391,871,604",5,84
2015-1-11,2015005,7,10,16,17,18,32,15,"434,233,966",7,142
2015-1-13,2015006,1,10,11,29,31,33,13,"381,704,996",7,156
2015-1-15,2015007,1,7,9,17,20,33,8,"396,557,494",8,96
2015-1-18,2015008,4,7,10,16,20,22,3,"441,162,104",6,146
2015-1-20,2015009,4,7,14,17,21,25,14,"406,130,598",13,171
2015-1-22,2015010,1,2,3,8,21,31,9,"408,876,968",7,78
2015-1-25,2015011,4,14,15,17,18,20,15,"448,888,738",5,100
2015-1-27,2015012,3,5,22,23,29,31,6,"370,574,586",21,91
2015-1-29,2015013,8,9,24,25,26,29,1,"371,312,910",12,155
2015-2-1,2015014,2,12,16,19,27,30,11,"413,004,748",72,634
2015-2-3,2015015,1,7,20,24,25,33,4,"369,504,840",6,94
2015-2-5,2015016,2,6,10,15,17,31,13,"370,190,678",10,96
2015-2-8,2015017,13,18,20,25,27,33,12,"405,548,808",7,73
2015-2-10,2015018,6,9,12,14,28,29,9,"356,589,678",10,207
2015-2-12,2015019,2,6,11,19,25,26,4,"363,865,754",12,213
2015-2-15,2015020,1,4,7,19,22,23,4,"404,738,304",7,175
2015-2-17,2015021,14,15,16,17,27,28,8,"369,500,210",16,147
2015-2-26,2015022,4,7,10,16,23,25,10,"428,626,486",7,242
2015-3-1,2015023,8,9,10,13,29,30,1,"371,421,794",9,297
2015-3-3,2015024,9,11,16,18,23,24,10,"297,320,432",6,83
2015-3-5,2015025,10,11,12,15,27,32,14,"301,966,294",0,89
2015-3-8,2015026,2,13,17,21,22,33,13,"346,132,854",16,131
2015-3-10,2015027,5,7,9,16,26,29,7,"313,056,664",26,147
2015-3-12,2015028,4,7,10,26,27,28,14,"318,360,502",8,292
2015-3-15,2015029,7,14,15,19,21,28,7,"350,574,266",7,109
2015-3-17,2015030,8,11,14,15,16,26,7,"313,853,770",6,104
2015-3-19,2015031,1,5,7,22,26,32,11,"322,648,288",10,113
2015-3-22,2015032,11,14,16,18,29,32,16,"356,881,788",6,98
2015-3-24,2015033,3,6,21,29,31,32,5,"316,147,976",2,93
2015-3-26,2015034,12,13,17,18,20,27,13,"319,035,578",5,201
2015-3-29,2015035,1,8,9,22,24,33,3,"354,232,116",13,226
2015-3-31,2015036,4,6,16,17,26,33,3,"314,978,372",5,122
2015-4-2,2015037,5,7,12,18,28,31,3,"311,121,894",0,232
2015-4-5,2015038,5,6,11,12,14,33,14,"330,881,502",1,81
2015-4-7,2015039,1,13,15,26,29,30,12,"304,495,842",7,85
2015-4-9,2015040,13,16,18,27,30,32,16,"320,385,120",4,54
2015-4-12,2015041,4,9,11,17,21,25,6,"355,451,862",17,226
2015-4-14,2015042,9,10,19,21,23,32,8,"328,582,874",18,138
2015-4-16,2015043,11,12,15,24,26,27,15,"333,265,010",11,66
2015-4-19,2015044,2,3,4,13,14,16,2,"361,973,072",44,170
2015-4-21,2015045,1,5,13,22,30,31,7,"317,791,860",5,110
2015-4-23,2015046,5,7,10,14,23,31,1,"324,849,386",2,81
2015-4-26,2015047,2,3,20,24,26,27,9,"353,219,880",12,68
2015-4-28,2015048,13,16,17,22,25,27,10,"314,318,648",13,61
2015-4-30,2015049,7,12,14,17,20,23,5,"304,091,626",9,83
2015-5-3,2015050,3,9,12,16,17,31,4,"330,490,908",4,82
2015-5-5,2015051,4,10,24,26,28,32,9,"311,895,918",3,107
2015-5-7,2015052,2,4,11,16,25,26,12,"312,855,530",17,85
2015-5-10,2015053,3,7,17,22,32,33,10,"337,772,948",9,265
2015-5-12,2015054,1,2,7,10,22,26,7,"305,342,532",10,82
2015-5-14,2015055,1,10,15,18,19,28,2,"308,523,870",6,102
2015-5-17,2015056,1,7,8,16,18,20,14,"333,455,694",7,120
2015-5-19,2015057,9,20,24,25,26,32,4,"298,048,220",4,69
2015-5-21,2015058,2,9,10,18,19,20,15,"302,422,308",9,229
2015-5-24,2015059,2,6,9,16,25,32,14,"327,035,284",3,64
2015-5-26,2015060,1,3,18,27,31,32,13,"294,398,362",5,76
2015-5-28,2015061,6,18,22,26,32,33,4,"300,873,544",3,82
2015-5-31,2015062,9,14,15,18,21,26,16,"323,470,788",2,88
2015-6-2,2015063,1,7,9,16,22,32,12,"291,740,962",7,183
2015-6-4,2015064,11,12,14,17,23,27,1,"298,850,352",7,163
2015-6-7,2015065,8,10,14,19,26,29,12,"326,011,866",7,127
2015-6-9,2015066,5,8,11,17,24,28,16,"295,073,100",5,255
2015-6-11,2015067,2,5,8,24,25,31,14,"296,388,770",13,163
2015-6-14,2015068,6,15,18,21,26,27,10,"326,767,662",8,188
2015-6-16,2015069,1,13,17,18,23,30,15,"292,089,158",8,108
2015-6-18,2015070,1,7,13,19,21,29,15,"294,607,168",5,105
2015-6-21,2015071,8,18,20,28,29,31,8,"308,073,950",14,121
2015-6-23,2015072,1,3,5,20,21,31,5,"293,363,242",5,82
2015-6-25,2015073,1,2,17,22,26,27,4,"293,054,328",5,103
2015-6-28,2015074,4,7,21,25,26,29,8,"320,107,256",2,79
2015-6-30,2015075,6,11,13,19,21,32,4,"292,719,690",2,88
2015-7-2,2015076,1,9,10,19,23,27,9,"294,088,268",17,167
2015-7-5,2015077,1,6,8,10,13,27,16,"324,775,100",3,63
2015-7-7,2015078,3,7,20,22,26,29,2,"291,936,416",3,139
2015-7-9,2015079,9,14,15,20,26,32,11,"291,775,556",18,157
2015-7-12,2015080,14,17,25,27,28,30,2,"314,150,596",6,122
2015-7-14,2015081,13,20,22,26,28,31,13,"278,500,218",6,62
2015-7-16,2015082,2,8,9,14,28,30,7,"288,017,344",6,97
2015-7-19,2015083,6,7,16,18,29,32,5,"315,704,384",17,235
2015-7-21,2015084,15,18,20,22,28,29,15,"281,884,996",2,69
2015-7-23,2015085,2,8,25,27,28,29,5,"285,325,214",3,100
2015-7-26,2015086,5,6,8,16,18,22,12,"308,129,834",6,115
2015-7-28,2015087,9,15,16,19,20,28,11,"280,174,514",1,136
2015-7-30,2015088,2,12,20,24,29,31,9,"287,667,610",13,41
2015-8-2,2015089,12,14,19,27,28,29,1,"311,873,350",3,94
2015-8-4,2015090,10,12,14,22,25,33,15,"282,983,042",2,50
2015-8-6,2015091,5,7,17,19,22,31,11,"285,818,388",4,105
2015-8-9,2015092,9,15,19,21,26,27,1,"318,089,362",5,359
2015-8-11,2015093,1,3,13,21,25,31,8,"292,493,392",4,97
2015-8-13,2015094,1,4,6,13,16,17,10,"295,713,760",5,85
2015-8-16,2015095,4,15,21,28,30,31,4,"325,059,832",5,76
2015-8-18,2015096,6,16,17,23,24,31,7,"294,260,644",10,100
2015-8-20,2015097,9,12,14,20,26,27,4,"298,570,222",11,827
2015-8-23,2015098,6,9,13,26,27,33,1,"329,104,206",3,145
2015-8-25,2015099,6,7,10,11,14,22,9,"297,598,058",5,91
2015-8-27,2015100,2,3,11,17,19,21,8,"302,573,068",2,107
2015-8-30,2015101,8,16,22,24,28,29,5,"333,057,658",8,133
2015-9-1,2015102,7,9,12,14,21,23,6,"300,065,068",5,107
2015-9-3,2015103,6,8,13,26,30,32,14,"284,270,680",3,138
2015-9-6,2015104,9,18,21,23,25,26,1,"332,604,432",0,87
2015-9-8,2015105,9,10,16,19,20,26,12,"304,229,202",12,180
2015-9-10,2015106,1,3,4,23,31,32,13,"305,793,682",6,84
2015-9-13,2015107,7,14,16,18,21,25,8,"337,547,646",7,96
2015-9-15,2015108,2,12,19,22,24,27,15,"309,769,258",9,136
2015-9-17,2015109,1,8,9,16,32,33,13,"317,531,670",7,132
2015-9-20,2015110,5,7,16,17,22,23,4,"340,689,020",11,189
2015-9-22,2015111,8,14,16,18,20,30,12,"307,364,620",7,142
2015-9-24,2015112,1,3,10,19,20,27,11,"306,859,802",4,126
2015-9-27,2015113,1,5,7,8,19,27,12,"337,101,348",7,177
2015-9-29,2015114,4,7,9,13,21,26,1,"297,013,542",13,259
2015-10-1,2015115,1,7,8,14,24,32,3,"275,624,372",10,114
2015-10-4,2015116,4,6,15,23,26,28,11,"298,345,670",7,153
2015-10-6,2015117,4,11,12,18,26,32,12,"276,307,776",3,85
2015-10-8,2015118,1,4,11,21,23,31,12,"302,094,780",11,52
2015-10-11,2015119,2,8,10,18,23,31,8,"336,177,996",6,112
2015-10-13,2015120,16,21,24,26,27,29,16,"306,978,816",1,136
2015-10-15,2015121,1,3,20,21,28,29,12,"311,696,404",4,69
2015-10-18,2015122,5,7,11,16,22,25,7,"340,964,698",14,178
2015-10-20,2015123,5,8,9,12,22,28,7,"312,976,520",8,263
2015-10-22,2015124,2,3,5,12,18,27,1,"314,656,346",11,117
2015-10-25,2015125,5,13,22,27,30,33,10,"342,693,238",7,69
2015-10-27,2015126,10,11,15,20,23,29,12,"321,292,184",11,290
2015-10-29,2015127,7,10,19,22,27,33,6,"323,385,694",18,99
2015-11-1,2015128,1,3,8,11,22,28,6,"353,929,358",17,188
2015-11-3,2015129,5,8,11,16,18,27,4,"330,274,852",2,122
2015-11-5,2015130,6,14,15,16,17,22,10,"329,910,968",5,179
2015-11-8,2015131,10,12,13,19,22,26,3,"352,871,146",7,100
2015-11-10,2015132,3,5,11,28,30,33,1,"324,697,916",7,72
2015-11-12,2015133,2,3,13,20,22,24,15,"318,320,120",3,78
2015-11-15,2015134,2,5,14,19,27,31,4,"359,304,970",4,198
2015-11-17,2015135,1,12,14,18,26,32,7,"323,653,256",6,85
2015-11-19,2015136,2,5,12,23,28,29,1,"332,169,672",3,183
2015-11-22,2015137,14,22,23,27,28,31,12,"357,991,902",2,74
2015-11-24,2015138,1,2,8,16,19,24,11,"317,036,346",11,108
2015-11-26,2015139,1,10,13,18,25,27,9,"323,569,236",5,91
2015-11-29,2015140,6,20,28,29,30,31,12,"363,959,858",5,131
2015-12-1,2015141,3,8,19,25,27,28,2,"329,544,366",8,173
2015-12-3,2015142,13,17,19,20,22,25,11,"326,956,020",2,66
2015-12-6,2015143,13,15,19,20,21,32,4,"363,104,978",6,75
2015-12-8,2015144,1,4,7,15,28,32,16,"330,530,758",6,110
2015-12-10,2015145,7,8,15,19,20,24,13,"327,973,844",14,143
2015-12-13,2015146,16,17,21,28,30,32,15,"368,273,034",3,73
2015-12-15,2015147,8,9,16,23,24,30,5,"331,495,570",29,181
2015-12-17,2015148,9,13,14,22,26,27,7,"330,278,892",18,298
2015-12-20,2015149,9,10,20,21,22,33,9,"368,458,204",40,340
2015-12-22,2015150,1,3,8,11,29,31,13,"333,813,118",1,225
2015-12-24,2015151,5,6,8,23,31,32,11,"350,309,390",5,74
2015-12-27,2015152,11,18,19,21,29,32,12,"392,322,240",14,102
2015-12-29,2015153,8,11,15,22,27,29,3,"348,341,018",15,143
2015-12-31,2015154,7,9,11,15,18,25,7,"364,605,498",13,120
2016-1-3,2016001,6,13,16,18,20,22,13,"388,445,976",5,154
2016-1-5,2016002,9,14,17,20,24,30,16,"343,096,096",5,231
2016-1-7,2016003,1,10,14,23,26,28,1,"351,825,302",12,170
2016-1-10,2016004,8,10,17,22,25,33,12,"376,467,244",9,299
2016-1-12,2016005,11,14,18,20,31,33,14,"347,622,842",56,55
2016-1-14,2016006,13,16,18,20,28,31,12,"357,519,610",2,93
2016-1-17,2016007,5,12,14,20,27,29,6,"398,316,866",11,155
2016-1-19,2016008,2,15,24,29,32,33,2,"355,411,856",5,73
2016-1-21,2016009,10,14,24,25,27,32,4,"341,116,278",3,71
2016-1-24,2016010,2,4,12,14,19,25,6,"359,088,730",14,121
2016-1-26,2016011,3,8,10,15,22,29,12,"332,990,472",43,232
2016-1-28,2016012,7,12,14,16,27,32,15,"336,562,836",2,87
2016-1-31,2016013,7,12,21,22,26,31,1,"370,420,948",3,100
2016-2-2,2016014,2,8,10,18,20,27,7,"321,027,466",45,113
2016-2-4,2016015,1,2,14,22,25,26,7,"346,224,370",5,87
2016-2-14,2016016,1,20,22,24,25,26,16,"316,931,514",5,91
2016-2-16,2016017,5,6,8,20,22,30,5,"293,890,064",12,189
2016-2-18,2016018,12,13,14,17,21,25,4,"316,712,952",5,81
2016-2-21,2016019,6,13,16,17,23,30,10,"354,746,834",51,231
2016-2-23,2016020,1,2,10,12,22,24,10,"317,041,006",3,109
2016-2-25,2016021,9,11,13,22,24,26,5,"330,776,764",5,172
2016-2-28,2016022,4,9,19,22,23,30,7,"370,206,784",8,163
2016-3-1,2016023,3,6,10,19,25,29,7,"337,590,682",14,235
2016-3-3,2016024,2,5,7,14,18,31,13,"344,808,140",9,157
2016-3-6,2016025,4,11,12,17,24,30,12,"379,126,514",19,420
2016-3-8,2016026,4,9,12,28,30,33,1,"329,158,276",0,77
2016-3-10,2016027,11,13,15,17,19,31,5,"337,818,690",4,213
2016-3-13,2016028,6,8,12,21,25,29,1,"370,238,316",7,282
2016-3-15,2016029,12,15,18,20,21,27,15,"347,727,124",5,99
2016-3-17,2016030,10,14,19,22,25,29,12,"351,985,986",98,552
2016-3-20,2016031,3,8,10,19,26,33,3,"385,818,800",13,191
2016-3-22,2016032,8,12,14,15,21,27,15,"339,342,300",5,154
2016-3-24,2016033,6,17,18,20,27,29,15,"338,637,474",2,119
2016-3-27,2016034,3,15,21,22,23,28,15,"380,415,644",1,107
2016-3-29,2016035,4,13,19,20,26,29,11,"343,407,218",11,187
